C—digo,Clave,Descripci—n,Caja,Master,Unidad,C—gido EAN,Precio Publico con iVA,Precio Publico sin iVA,Precio Mayoreo con IVA,Precio Mayoreo sin IVA,Precio Subdistribuidor con IVA,Precio Subdistribuidor sin IVA,Precio Distribuidor con IVA,Precio Distribuidor sin IVA,Marca,Codigo SAT,Descripcion SAT
48491,PA-APSE-S  ,"Placa armada interruptor sencillo, línea Standard, marfil",3,72,Pieza,7506240670445,35,30.17,30,25.86,26,22.41,23,19.83,Volteck,39121700,Ferretería eléctrica y suministros
48497,PA-APSE-SA,"Placa armada interruptor sencillo, línea Standard, aluminio",3,72,Pieza,7506240670506,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39121700,Ferretería eléctrica y suministros
45592,PA-APSE15-EB,"Placa armada 1 interruptor, 1.5 módulos, Española, blanco",3,72,Pieza,7506240671343,47,40.52,40,34.48,36,31.03,31,26.72,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
45600,PA-APSE15-EEB,"Placa armada 1 interruptor de 3vías, 1.5mód, Española,blanco",3,72,Pieza,7506240671268,52,44.83,46,39.66,40,34.48,35,30.17,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
45593,PA-APSE3-EB,"Placa armada 1 interruptor, 3 módulos, Española, blanco",3,72,Pieza,7506240671336,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
25083,PA-APTR-B,"Placa armada con 3 interruptores sencillos, Volteck Basic",10,200,Pieza,7506240672951,54,46.55,47,40.52,43,37.07,39,33.62,Volteck,39121700,Ferretería eléctrica y suministros
45599,PA-APTR-EB,"Placa armada 3 interruptores, 1 módulo, Española, blanco",3,72,Pieza,7506240671275,93,80.17,80,68.97,72,62.07,62,53.45,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
45606,PA-APTR-EEB,"Placa armada 3 interruptores 1de 3vías,1 mod,Española,blanco",3,72,Pieza,7506240671206,97,83.62,84,72.41,74,63.79,65,56.03,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
48665,PA-APTR-EI,"Placa armada 2 interruptores 1escalera,marfil,línea Italiana",3,144,Pieza,7506240637868,96,82.76,83,71.55,73,62.93,64,55.17,Volteck,39122200,Interruptores eléctricos y accesorios
46464,PA-APTR-EIB,"Placa armada 2 interruptores 1escalera blanco,línea Italiana",3,144,Pieza,7506240647829,96,82.76,83,71.55,73,62.93,64,55.17,Volteck,39122200,Interruptores eléctricos y accesorios
49934,PA-APTR-EIM,"Placa armada 2 interruptores 1escalera,madera,línea Italiana",3,72,Pieza,7506240660200,105,90.52,89,76.72,79,68.1,69,59.48,Volteck,39122200,Interruptores eléctricos y accesorios
46483,PA-APTR-EIP,"Placa armada 2 interruptores 1escalera, plata,línea Italiana",3,144,Pieza,7506240647225,105,90.52,89,76.72,79,68.1,69,59.48,Volteck,39122200,Interruptores eléctricos y accesorios
46497,PA-APTR-EOB,"Placa armada interruptores sencillos y escalera, Oslo,blanco",3,144,Pieza,7506240647539,96,82.76,83,71.55,73,62.93,64,55.17,Volteck,39122200,Interruptores eléctricos y accesorios
48664,PA-APTR-I,"Placa armada 3 interruptores sencillos,marfil,línea Italiana",3,144,Pieza,7506240637851,88,75.86,76,65.52,67,57.76,59,50.86,Volteck,39122200,Interruptores eléctricos y accesorios
46463,PA-APTR-IB,"Placa armada 3 interruptores sencillos,blanco,línea Italiana",3,144,Pieza,7506240647812,88,75.86,76,65.52,67,57.76,59,50.86,Volteck,39122200,Interruptores eléctricos y accesorios
49933,PA-APTR-IM,"Placa armada 3 interruptores sencillos,madera,línea Italiana",3,72,Pieza,7506240660194,96,82.76,83,71.55,73,62.93,64,55.17,Volteck,39122200,Interruptores eléctricos y accesorios
46482,PA-APTR-IP,"Placa armada 3 interruptores sencillos,plata, línea Italiana",3,144,Pieza,7506240647218,96,82.76,83,71.55,73,62.93,64,55.17,Volteck,39122200,Interruptores eléctricos y accesorios
46496,PA-APTR-OB,"Placa armada 3 interruptores sencillos, línea Oslo, blanco",3,144,Pieza,7506240647522,93,80.17,80,68.97,72,62.07,62,53.45,Volteck,39122200,Interruptores eléctricos y accesorios
19041,PA-AU,"Pintura (Esmalte acrílico) en aerosol, azul ultramar",4,16,Pieza,7501206684979,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27182,PA-AU-P,"Pintura (Esmalte acrílico) en aerosol, azul ultramar, Pretul",4,16,Pieza,7506240630708,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
19039,PA-AZ,"Pintura (Esmalte acrílico) en aerosol, azul",4,16,Pieza,7501206684955,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
19032,PA-BB,"Pintura (Esmalte acrílico) en aerosol, blanco brillante",4,16,Pieza,7501206684993,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27171,PA-BB-P,"Pintura (Esmalte acrílico)en aerosol,blanco brillante,Pretul",4,16,Pieza,7506240630593,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
19034,PA-BM,"Pintura (Esmalte acrílico) en aerosol, blanco mate",4,16,Pieza,7501206685013,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27175,PA-BM-P,"Pintura (Esmalte acrílico) en aerosol, blanco mate, Pretul",4,16,Pieza,7506240630630,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
12775,PA-CA,"Pintura (Esmalte acrílico) en aerosol, café anodizado",4,16,Pieza,7506240670056,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211507,Pinturas en aerosol
46387,PA-CO-E,"Placa armada con contacto polarizado, línea Económica",3,144,Pieza,7506240646815,35,30.17,30,25.86,26,22.41,23,19.83,Volteck,39122200,Interruptores eléctricos y accesorios
40018,PA-COAP-CLP,Placa armada contacto e interruptor Classic,3,48,Pieza,7506240657323,88,75.86,77,66.38,66,56.9,55,47.41,Volteck,39122200,Interruptores eléctricos y accesorios
48489,PA-COAP-S,"Placa armada interruptor y contacto, línea Standard, marfil",3,72,Pieza,7506240670421,54,46.55,47,40.52,42,36.21,36,31.03,Volteck,39121700,Ferretería eléctrica y suministros
48495,PA-COAP-SA,"Placa armada interruptor y contacto, línea Standard, alumini",3,72,Pieza,7506240670483,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39121700,Ferretería eléctrica y suministros
40016,PA-CODO-CLP,"Placa armada contacto dúplex, 2 polos + tierra Classic",3,48,Pieza,7506240657309,45,38.79,39,33.62,34,29.31,28,24.14,Volteck,39122200,Interruptores eléctricos y accesorios
46390,PA-CODO-E,Placa armada 2 contactos polarizados línea Económica,3,144,Pieza,7506240646846,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39122200,Interruptores eléctricos y accesorios
48490,PA-CODO-MS ,"Placa armada contacto dúplex,2 polos, línea Standard, marfil",3,72,Pieza,7506240670438,52,44.83,46,39.66,40,34.48,35,30.17,Volteck,39121700,Ferretería eléctrica y suministros
48496,PA-CODO-MSA,"Placa armada contacto dúplex,2 polos,línea Standard, alumini",3,72,Pieza,7506240670490,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39121700,Ferretería eléctrica y suministros
48488,PA-CODO-S,"Placa armada 2 contactos polarizados, línea Standard, marfil",3,72,Pieza,7506240670391,30,25.86,26,22.41,23,19.83,20,17.24,Volteck,39121700,Ferretería eléctrica y suministros
48494,PA-CODO-SA,"Placa armada 2 contactos polarizados,línea Standard, alumini",3,72,Pieza,7506240670476,47,40.52,40,34.48,36,31.03,31,26.72,Volteck,39121700,Ferretería eléctrica y suministros
48493,PA-CODO-TAS,"Placa armada contacto tierra aislada, línea Standard",3,72,Pieza,7506240670469,85,73.28,74,63.79,65,56.03,57,49.14,Volteck,39121700,Ferretería eléctrica y suministros
25082,PA-COTR-B,"Placa armada con 3 contactos, Volteck Basic",10,200,Pieza,7506240672944,65,56.03,56,48.28,52,44.83,47,40.52,Volteck,39121700,Ferretería eléctrica y suministros
45598,PA-COTR-EB,"Placa armada 3 contactos, 1 módulo, Española, blanco",3,72,Pieza,7506240671282,93,80.17,80,68.97,72,62.07,62,53.45,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
48669,PA-COTR-I,"Placa armada 3 contactos aterrizados, marfil, línea Italiana",3,144,Pieza,7506240637905,105,90.52,88,75.86,78,67.24,68,58.62,Volteck,39122200,Interruptores eléctricos y accesorios
46458,PA-COTR-IB,"Placa armada 3 contactos aterrizados, blanco, línea Italiana",3,144,Pieza,7506240647768,105,90.52,88,75.86,78,67.24,68,58.62,Volteck,39122200,Interruptores eléctricos y accesorios
49944,PA-COTR-IM,"Placa armada 3 contactos aterrizados, madera, línea Italiana",3,72,Pieza,7506240660248,108,93.1,93,80.17,82,70.69,72,62.07,Volteck,39122200,Interruptores eléctricos y accesorios
46476,PA-COTR-IP,"Placa armada 3 contactos aterrizados, plata, línea Italiana",3,144,Pieza,7506240647164,108,93.1,93,80.17,82,70.69,72,62.07,Volteck,39122200,Interruptores eléctricos y accesorios
46491,PA-COTR-OB,"Placa armada 3 contactos aterrizados, línea Oslo, blanco",3,144,Pieza,7506240647478,105,90.52,89,76.72,79,68.1,69,59.48,Volteck,39122200,Interruptores eléctricos y accesorios
12733,PA-GA,"Pintura (Esmalte acrílico) en aerosol, gris acero",4,16,Pieza,7506240670025,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211507,Pinturas en aerosol
19045,PA-GC,"Pintura (Esmalte acrílico) en aerosol, gris claro",4,16,Pieza,7501206684863,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
19044,PA-GO,"Pintura (Esmalte acrílico) en aerosol, gris obscuro",4,16,Pieza,7501206684856,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27004,PA-GO-P,"Pintura (Esmalte acrílico) en aerosol, gris obscuro, Pretul",4,16,Pieza,7506240668008,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211507,Pinturas en aerosol
12764,PA-GU,"Pintura (Esmalte acrílico) en aerosol, guinda",4,16,Pieza,7506240670087,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211507,Pinturas en aerosol
19043,PA-MA,"Pintura (Esmalte acrílico) en aerosol, marfil",4,16,Pieza,7501206684849,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
19037,PA-NA,"Pintura (Esmalte acrílico) en aerosol, naranja",4,16,Pieza,7501206685044,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27181,PA-NA-P,"Pintura (Esmalte acrílico) en aerosol, naranja, Pretul",4,16,Pieza,7506240630692,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
19031,PA-NB,"Pintura (Esmalte acrílico) en aerosol, negro brillante",4,16,Pieza,7501206684986,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27170,PA-NB-P,"Pintura (Esmalte acrílico) en aerosol,negro brillante,Pretul",4,16,Pieza,7506240630586,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
19033,PA-NM,"Pintura (Esmalte acrílico) en aerosol, negro mate",4,16,Pieza,7501206685006,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27172,PA-NM-P,"Pintura (Esmalte acrílico) en aerosol, negro mate, Pretul",4,16,Pieza,7506240630609,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
19054,PA-NS,"Pintura (Esmalte acrílico) en aerosol, negro satin",4,16,Pieza,7501206681961,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27183,PA-NS-P,"Pintura (Esmalte acrílico) en aerosol, negro satín, Pretul",4,16,Pieza,7506240630715,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
12734,PA-RM,"Pintura (Esmalte acrílico) en aerosol, rosa mexicano",4,16,Pieza,7506240670032,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211507,Pinturas en aerosol
19040,PA-RO,"Pintura (Esmalte acrílico) en aerosol, rojo",4,16,Pieza,7501206684962,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27173,PA-RO-P,"Pintura (Esmalte acrílico) en aerosol, rojo, Pretul",4,16,Pieza,7506240630616,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
12732,PA-RSG,"Pintura (Esmalte acrílico) en aerosol, rojo seguridad",4,16,Pieza,7506240670018,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211507,Pinturas en aerosol
19270,PA-RTX,"Pintura (Esmalte acrílico) en aerosol, rojo taxi",4,16,Pieza,7501206699843,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
19050,PA-TA,"Pintura (Esmalte acrílico) en aerosol, tabaco",4,16,Pieza,7501206684917,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27179,PA-TA-P,"Pintura (Esmalte acrílico) en aerosol, tabaco, Pretul",4,16,Pieza,7506240630678,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
45607,PA-TE-EB,"Placa armada 1 toma para teléfono, 1.5 mod, Española, blanco",3,72,Pieza,7506240671138,50,43.1,43,37.07,38,32.76,33,28.45,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
48670,PA-TE-I,"Placa armada con conexión de teléfono, marfil,línea Italiana",3,144,Pieza,7506240637912,58,50,50,43.1,45,38.79,39,33.62,Volteck,39122200,Interruptores eléctricos y accesorios
46467,PA-TE-IB,"Placa armada con conexión de teléfono,blanco,línea Italiana",3,144,Pieza,7506240647850,58,50,50,43.1,45,38.79,39,33.62,Volteck,39122200,Interruptores eléctricos y accesorios
49951,PA-TE-IM,"Placa armada con conexión de teléfono,madera, línea Italiana",3,72,Pieza,7506240660255,58,50,50,43.1,45,38.79,39,33.62,Volteck,39122200,Interruptores eléctricos y accesorios
46486,PA-TE-IP,"Placa armada con conexión de teléfono,plata, línea Italiana",3,144,Pieza,7506240647256,58,50,50,43.1,45,38.79,39,33.62,Volteck,39122200,Interruptores eléctricos y accesorios
46541,PA-TE-OB,"Placa armada con entrada para teléfono, línea Oslo, blanco",3,144,Pieza,7506240647560,55,47.41,48,41.38,43,37.07,37,31.9,Volteck,39122200,Interruptores eléctricos y accesorios
45604,PA-TI-EB,"Placa armada 1 interruptor de timbre,1.5mod, Española,blanco",3,72,Pieza,7506240671220,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
48671,PA-TI-I,"Placa armada con timbre, marfil, línea Italiana",3,144,Pieza,7506240637929,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39122200,Interruptores eléctricos y accesorios
46465,PA-TI-IB,"Placa armada con timbre, blanco, línea Italiana.",3,144,Pieza,7506240647836,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39122200,Interruptores eléctricos y accesorios
49952,PA-TI-IM,"Placa armada con timbre madera, línea Italiana",3,72,Pieza,7506240660262,55,47.41,48,41.38,43,37.07,37,31.9,Volteck,39122200,Interruptores eléctricos y accesorios
46484,PA-TI-IP,"Placa armada con timbre, plata, línea Italiana",3,144,Pieza,7506240647232,55,47.41,48,41.38,43,37.07,37,31.9,Volteck,39122200,Interruptores eléctricos y accesorios
46498,PA-TI-OB,"Placa armada con timbre, línea Oslo, color blanco",3,144,Pieza,7506240647546,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39122200,Interruptores eléctricos y accesorios
19036,PA-TR,"Pintura (Esmalte acrílico) en aerosol, transparente",4,16,Pieza,7501206685037,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27176,PA-TR-P,"Pintura (Esmalte acrílico) en aerosol, transparente, Pretul",4,16,Pieza,7506240630647,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
12731,PA-TRM,"Pintura (Esmalte acrílico) en aerosol, transparente mate",4,16,Pieza,7506240670001,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211507,Pinturas en aerosol
45605,PA-TV-EB,"Placa armada 1 toma de TV, 1.5 módulos, Española, blanco",3,72,Pieza,7506240671213,50,43.1,43,37.07,38,32.76,33,28.45,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
48672,PA-TV-I,"Placa armada con conexión para TV, marfil, línea Italiana",3,144,Pieza,7506240637936,47,40.52,40,34.48,36,31.03,31,26.72,Volteck,39122200,Interruptores eléctricos y accesorios
46466,PA-TV-IB,"Placa armada con conexión para TV, blanco, línea Italiana",3,144,Pieza,7506240647843,47,40.52,40,34.48,36,31.03,31,26.72,Volteck,39122200,Interruptores eléctricos y accesorios
49953,PA-TV-IM,"Placa armada con conexión para TV, madera, línea Italiana",3,72,Pieza,7506240660279,54,46.55,47,40.52,42,36.21,36,31.03,Volteck,39122200,Interruptores eléctricos y accesorios
46485,PA-TV-IP,"Placa armada con conexión para TV, plata, línea Italiana",3,144,Pieza,7506240647249,54,46.55,47,40.52,42,36.21,36,31.03,Volteck,39122200,Interruptores eléctricos y accesorios
46499,PA-TV-OB,"Placa armada con entrada TV, línea Oslo, color blanco",3,144,Pieza,7506240647553,47,40.52,40,34.48,36,31.03,31,26.72,Volteck,39122200,Interruptores eléctricos y accesorios
19048,PA-VE,"Pintura (Esmalte acrílico) en aerosol, verde ecológico",4,16,Pieza,7501206684894,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
19047,PA-VH,"Pintura (Esmalte acrílico) en aerosol, verde hoja",4,16,Pieza,7501206684887,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27184,PA-VH-P,"Pintura (Esmalte acrílico) en aerosol, verde hoja, Pretul",4,16,Pieza,7506240630722,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
19046,PA-VM,"Pintura (Esmalte acrílico) en aerosol, verde manzana",4,16,Pieza,7501206684870,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
43701,PAAB-1,Pasador abatible de latón,6,36,Pieza,7501206676288,158,136.21,138,118.97,118,101.72,99,85.34,Hermex,31162400,Fijadores varios
43702,PAAB-2,Pasador abatible de latón antiguo,6,36,Pieza,7501206676295,158,136.21,138,118.97,118,101.72,99,85.34,Hermex,31162400,Fijadores varios
43703,PAAB-3,Pasador abatible de cromo,6,36,Pieza,7501206676301,158,136.21,138,118.97,118,101.72,99,85.34,Hermex,31162400,Fijadores varios
46404,PAAN-S,"Placa pasacable de aluminio, línea Standard",10,100,Pieza,7501206659014,27,23.28,24,20.69,20,17.24,17,14.66,Volteck,39122200,Interruptores eléctricos y accesorios
46417,PAAP-S,"Placa para interruptor vertical, de aluminio, línea Standard",10,100,Pieza,7501206659045,27,23.28,24,20.69,20,17.24,17,14.66,Volteck,39122200,Interruptores eléctricos y accesorios
43713,PAC-35,"Pasador de cromo, 2'",6,36,Pieza,7501206676349,58,50,50,43.1,45,38.79,39,33.62,Hermex,31162400,Fijadores varios
43714,PAC-36,"Pasador de cromo, 3'",6,36,Pieza,7501206676356,88,75.86,76,65.52,67,57.76,59,50.86,Hermex,31162400,Fijadores varios
43720,PAC-37,"Pasador de cromo, 4'",6,36,Pieza,7501206676363,127,109.48,109,93.97,97,83.62,85,73.28,Hermex,31162400,Fijadores varios
43707,PACA-1,Pasador con cadena de latón,6,36,Pieza,7501206679487,205,176.72,179,154.31,155,133.62,129,111.21,Hermex,31162400,Fijadores varios
43708,PACA-2,Pasador con cadena de latón antiguo,6,36,Pieza,7501206679494,205,176.72,179,154.31,155,133.62,129,111.21,Hermex,31162400,Fijadores varios
43709,PACA-3,Pasador con cadena de cromo,6,36,Pieza,7501206679500,205,176.72,179,154.31,155,133.62,129,111.21,Hermex,31162400,Fijadores varios
17354,PACE-11,"Pinza de hacendado 11', mango de vinil",3,24,Pieza,7501206648575,385,331.9,329,283.62,295,254.31,255,219.83,Truper,27112105,Pinzas
22656,PACE-11P,"Pinza de hacendado 11', Pretul",6,24,Pieza,7501206668559,225,193.97,189,162.93,175,150.86,159,137.07,Pretul,27112105,Pinzas
46402,PACI-S,"Placa ciega, de aluminio, línea Standard",10,100,Pieza,7501206659007,27,23.28,24,20.69,20,17.24,17,14.66,Volteck,39122200,Interruptores eléctricos y accesorios
19394,PAD-5R,Pad rematador 5',6,96,Pieza,7506240635956,62,53.45,54,46.55,47,40.52,39,33.62,Truper,31211906,Rodillos de pintar
19392,PAD-7,Pinta pad 7',6,36,Pieza,7506240635932,105,90.52,92,79.31,78,67.24,65,56.03,Truper,31211906,Rodillos de pintar
19390,PAD-861VE,"Pad para lijadora neumática TPN-861, fijación hook and loop",4,16,Pieza,7501206652008,359,309.48,315,271.55,269,231.9,225,193.97,Truper,27131500,Herramientas neumáticas
19389,PAD-861VI,"Pad para lijadora neumática TPN-861, de vinil",4,16,Pieza,7501206651995,359,309.48,315,271.55,269,231.9,225,193.97,Truper,27131500,Herramientas neumáticas
19393,PAD-9,Pinta pad 9',6,36,Pieza,7506240635949,115,99.14,99,85.34,86,74.14,72,62.07,Truper,31211906,Rodillos de pintar
48174,PADI-S,"Placa para atenuador, de aluminio, línea Standard",10,100,Pieza,7506240613619,27,23.28,24,20.69,20,17.24,17,14.66,Volteck,39122200,Interruptores eléctricos y accesorios
46436,PADO-E,"Placa 2 módulos, de aluminio, línea Económica",12,144,Pieza,7501206697580,24,20.69,22,18.97,18.5,15.95,16,13.79,Volteck,39122200,Interruptores eléctricos y accesorios
