C—digo,Clave,Descripci—n,Caja,Master,Unidad,C—gido EAN,Precio Publico con iVA,Precio Publico sin iVA,Precio Mayoreo con IVA,Precio Mayoreo sin IVA,Precio Subdistribuidor con IVA,Precio Subdistribuidor sin IVA,Precio Distribuidor con IVA,Precio Distribuidor sin IVA,Marca,Codigo SAT,Descripcion SAT
100173,GA-MA-N,"Gancho plástico para manguera de jardín, negro",6,0,Pieza,7506240673699,52,44.83,45,38.79,38,32.76,32,27.59,Truper,31162800,Ferretería en general
50159,GA-ML,Gancho para herramientas de mango largo,6,24,Pieza,7501206638101,126,108.62,115,99.14,109,93.97,105,90.52,Truper,56121900,Mobiliario de demostración
47324,GAB-001L,"Luminario para gabinete, 6 W, 6500K, Led",4,20,Pieza,7506240637257,295,254.31,255,219.83,225,193.97,195,168.1,Volteck,39111500,Iluminación de interiores y artefactos
47325,GAB-002L,"Luminario para gabinete, 11 W, 6500K, Led",4,20,Pieza,7506240637264,365,314.66,319,275,279,240.52,245,211.21,Volteck,39111500,Iluminación de interiores y artefactos
47326,GAB-003L,"Luminario para gabinete, 19 W, 6500K, Led",4,20,Pieza,7506240637271,445,383.62,385,331.9,339,292.24,295,254.31,Volteck,39111500,Iluminación de interiores y artefactos
47327,GAB-004L,"Luminario para gabinete, 24 W, 6500K, Led",4,20,Pieza,7506240637288,535,461.21,459,395.69,410,353.45,355,306.03,Volteck,39111500,Iluminación de interiores y artefactos
48390,GAB-201L,"Luminario para gabinete, slim, 18 W, LED",1,20,Pieza,7506240649397,235,202.59,199,171.55,178,153.45,155,133.62,Volteck,39111500,Iluminación de interiores y artefactos
48391,GAB-202L,"Luminario para gabinete, slim, 36 W, LED",1,20,Pieza,7506240649403,415,357.76,355,306.03,315,271.55,275,237.07,Volteck,39111500,Iluminación de interiores y artefactos
11104,GACO-11,"Gancho metálico para colgar, 11 cm",4,36,Pieza,7506240654810,56,48.28,49,42.24,42,36.21,35,30.17,Truper,31162600,Ganchos
11105,GACO-13,"Gancho metálico para colgar, 13 cm",4,36,Pieza,7506240654827,57,49.14,50,43.1,43,37.07,36,31.03,Truper,31162600,Ganchos
11106,GACO-18,"Gancho metálico para colgar, 18 cm",4,36,Pieza,7506240654834,76,65.52,67,57.76,57,49.14,48,41.38,Truper,31162600,Ganchos
46380,GAME-2520,"Gabinete metálico, 250 x 200 mm, Volteck",1,0,Pieza,7506240624950,805,693.97,695,599.14,615,530.17,535,461.21,Volteck,56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
46381,GAME-3025,"Gabinete metálico, 300 x 250 mm, Volteck",1,0,Pieza,7506240624967,925,797.41,799,688.79,705,607.76,615,530.17,Volteck,56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
46382,GAME-3030,"Gabinete metálico, 300 x 300 mm, Volteck",1,0,Pieza,7506240624974,985,849.14,849,731.9,755,650.86,655,564.66,Volteck,56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
46383,GAME-4030,"Gabinete metálico, 400 x 300 mm, Volteck",1,0,Pieza,7506240624981,1250,1077.59,1085,935.34,955,823.28,835,719.83,Volteck,56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
46384,GAME-4040,"Gabinete metálico, 400 x 400 mm, Volteck",1,0,Pieza,7506240624998,1435,1237.07,1235,1064.66,1095,943.97,955,823.28,Volteck,56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
46385,GAME-5040,"Gabinete metálico, 500 x 400 mm, Volteck",1,0,Pieza,7506240625001,1575,1357.76,1365,1176.72,1195,1030.17,1050,905.17,Volteck,56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
12066,GAMO-4090,"Gabinete metálico móvil, 4 cajones, capacidad 90 kg.",1,0,Pieza,7501206625606,8050,6939.66,6950,5991.38,6150,5301.72,5350,4612.07,Truper,56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
12067,GAMO-6130,"Gabinete metálico móvil, 6 cajones, capacidad 130 kg.",1,0,Pieza,7501206625613,9650,8318.97,8350,7198.28,7450,6422.41,6450,5560.34,Truper,56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
14210,GAN-4,"Ganchos multiusos, set 4 piezas",6,36,Juego,7501206611678,88,75.86,77,66.38,66,56.9,55,47.41,Truper,25191700,Equipo para el mantenimiento de vehículo
10387,GAN-MA,Portamanguera de plástico,6,216,Pieza,7501206652695,78,67.24,68,58.62,58,50,49,42.24,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
10639,GAN-MAB,"Portamanguera de plástico, beige",6,216,Pieza,7506240626695,78,67.24,68,58.62,58,50,49,42.24,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
10638,GAN-MAV,"Portamanguera de plástico, verde",6,216,Pieza,7506240626688,78,67.24,68,58.62,58,50,49,42.24,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
44075,GANES-3/4,Gancho eslinga para cable de 3/4',4,16,Pieza,7501206694756,62,53.45,54,46.55,47,40.52,39,33.62,Fiero,31162600,Ganchos
44076,GANES-5/8,Gancho eslinga para cable de 5/8',4,16,Pieza,7501206694763,86,74.14,75,64.66,64,55.17,54,46.55,Fiero,31162600,Ganchos
44077,GANES-5/8X,"Gancho eslinga de 5/8', 3300 lbs",4,16,Pieza,7501206694770,105,90.52,92,79.31,78,67.24,65,56.03,Fiero,31162600,Ganchos
44078,GANES-5/8XX,"Gancho eslinga de 5/8', 4400 lbs",4,16,Pieza,7501206694787,115,99.14,99,85.34,86,74.14,72,62.07,Fiero,31162600,Ganchos
44114,GANO-1,Garrucha para noria de 1',12,72,Pieza,7501206695135,52,44.83,45,38.79,38,32.76,30,25.86,Fiero,31162600,Ganchos
44115,GANO-1-1/2,Garrucha para noria de 1 1/2',12,72,Pieza,7501206695142,76,65.52,67,57.76,56,48.28,45,38.79,Fiero,31162600,Ganchos
44116,GANO-2,Garrucha para noria de 2',12,72,Pieza,7501206695159,145,125,127,109.48,106,91.38,85,73.28,Fiero,31162600,Ganchos
44113,GANO-3/4,Garrucha para noria de 3/4',12,72,Pieza,7501206695128,34,29.31,30,25.86,25,21.55,20,17.24,Fiero,31162600,Ganchos
44092,GANS-1/4,Gancho 'S' para cable de 1/4',12,72,Pieza,7501206695005,14,12.07,12,10.34,10,8.62,8,6.9,Fiero,31162600,Ganchos
44091,GANS-3/16,Gancho 'S' para cable de 3/16',12,72,Pieza,7501206694992,12,10.34,10.5,9.05,9,7.76,7,6.03,Fiero,31162600,Ganchos
44093,GANS-5/16,Gancho 'S' para cable de 5/16',12,72,Pieza,7501206695012,19,16.38,16.5,14.22,14,12.07,11,9.48,Fiero,31162600,Ganchos
14824,GAPA-2,"Gato de patín, reforzado, 2 tons",1,64,Pieza,7501206660782,1015,875,865,745.69,795,685.34,725,625,Truper,25174810,Gato de vehículo
14946,GAPA-250,"Gato de patín, 2.5 tons",1,0,Pieza,7501206627525,2175,1875,1885,1625,1650,1422.41,1450,1250,Truper,25174810,Gato de vehículo
14944,GAPA-2E,"Gato de patín, 2 toneladas",1,96,Pieza,7501206627556,885,762.93,765,659.48,695,599.14,635,547.41,Truper,25174810,Gato de vehículo
14804,GAPA-2EM,"Gato hidráulico de patín, 2 toneladas. con maletín",1,48,Pieza,7506240641681,1095,943.97,945,814.66,865,745.69,785,676.72,Truper,25174810,Gato de vehículo
14826,GAPA-2M,"Gato de patín, 2 toneladas con maletín",1,48,Pieza,7501206660799,1185,1021.55,1015,875,929,800.86,845,728.45,Truper,25174810,Gato de vehículo
22070,GAPA-2P,"Gato de patín, 1.5 tons, Pretul",1,96,Pieza,7501206617991,765,659.48,655,564.66,595,512.93,545,469.83,Pretul,25174810,Gato de vehículo
14947,GAPA-300,"Gato de patín, 3 tons",1,0,Pieza,7501206627518,2950,2543.1,2550,2198.28,2250,1939.66,1950,1681.03,Truper,25174810,Gato de vehículo
14802,GAPRO-3.5PB,"Gato de patín profesional, 3.5 tons, elevación rápida",1,20,Pieza,7501206697085,5750,4956.9,4950,4267.24,4450,3836.21,3850,3318.97,Truper,25174810,Gato de vehículo
14949,GAPRO-300,"Gato de patín profesional, 3 tons NO INCLUYE MALETÍN",1,0,Pieza,7501206627501,4450,3836.21,3850,3318.97,3350,2887.93,2950,2543.1,Truper,25174810,Gato de vehículo
14806,GAPRO-3PB,"Gato de patín profesional, 3 toneladas, elevación rápida",1,0,Pieza,7506240643838,5150,4439.66,4450,3836.21,3950,3405.17,3450,2974.14,Truper,25174810,Gato de vehículo
14957,GAPRO-5,"Gato de patín, profesional, 5 tons",1,0,Pieza,7501206660072,17950,15474.14,15550,13405.17,13750,11853.45,11950,10301.72,Truper,25174810,Gato de vehículo
43645,GAPU-1,Gancho para puerta de latón,6,36,Pieza,7501206680896,155,133.62,135,116.38,115,99.14,95,81.9,Hermex,31162600,Ganchos
43646,GAPU-3,Gancho para puerta de cromo,6,36,Pieza,7501206680902,155,133.62,135,116.38,115,99.14,95,81.9,Hermex,31162600,Ganchos
25131,GAS-125,"Lata de gas butano para encendedor, 125 ml",6,24,Pieza,7506240636335,36,31.03,32,27.59,28,24.14,24,20.69,Pretul,23271800,"Suministros para soldar, soldadura fuerte y soldadura débil"
11920,GAS-220X,"Lata de gas, 220 gr, 1/4 de vuelta",4,28,Pieza,7501206657973,48,41.38,42,36.21,37,31.9,32,27.59,Truper,15111505,Butano
11915,GAS-275,"Lata de gas con válvula roscada, 275 gr",6,0,Pieza,7501206686287,48,41.38,42,36.21,37,31.9,32,27.59,Truper,15111505,Butano
11913,GAS-400A,"Cilindro de gas propano de 400 g, azul",4,0,Pieza,7506240639718,165,142.24,145,125,126,108.62,110,94.83,Truper,24111800,Tanques y cilindros y sus accesorios
11914,GAS-400N,"Cilindro de gas propileno de 400g, amarillo",4,0,Pieza,7506240639725,249,214.66,215,185.34,189,162.93,165,142.24,Truper,24111800,Tanques y cilindros y sus accesorios
14282,GASO,Gafas para soldar,6,36,Pieza,7501206688816,119,102.59,105,90.52,90,77.59,75,64.66,Truper,46181711,Casco de soldadura
14818,GAT-12,"Gato de botella, 12 tons",1,3,Pieza,7501206649589,1025,883.62,889,766.38,785,676.72,685,590.52,Truper,25174810,Gato de vehículo
14820,GAT-16,"Gato de botella, 16 tons",1,2,Pieza,7501206649596,1150,991.38,995,857.76,875,754.31,765,659.48,Truper,25174810,Gato de vehículo
14810,GAT-2,"Gato de botella, 2 tons",1,6,Pieza,7501206649541,475,409.48,409,352.59,365,314.66,315,271.55,Truper,25174810,Gato de vehículo
14822,GAT-20,"Gato de botella, 20 tons",1,2,Pieza,7501206649602,1450,1250,1250,1077.59,1095,943.97,965,831.9,Truper,25174810,Gato de vehículo
14819,GAT-32,"Gato de botella, 32 tons",1,0,Pieza,7501206682821,1725,1487.07,1495,1288.79,1325,1142.24,1150,991.38,Truper,25174810,Gato de vehículo
14812,GAT-4,"Gato de botella, 4 tons",1,6,Pieza,7501206649558,565,487.07,485,418.1,429,369.83,375,323.28,Truper,25174810,Gato de vehículo
14821,GAT-50,"Gato de botella, 50 tons",1,0,Pieza,7501206682814,3550,3060.34,3050,2629.31,2650,2284.48,2350,2025.86,Truper,25174810,Gato de vehículo
14814,GAT-6,"Gato de botella, 6 tons",1,6,Pieza,7501206649565,685,590.52,589,507.76,525,452.59,455,392.24,Truper,25174810,Gato de vehículo
14816,GAT-8,"Gato de botella, 8 tons",1,4,Pieza,7501206649572,865,745.69,745,642.24,659,568.1,575,495.69,Truper,25174810,Gato de vehículo
10889,GAV-2,"Gaveta apilable de plástico, 16.5 x 10.5 x 7.5 cm",6,1440,Pieza,7506240646723,16,13.79,14,12.07,12,10.34,10,8.62,Truper,31261500,Cubiertas y cajas
10890,GAV-3," Gaveta apilable de plástico, 24.5 x 17 x 11 cm",6,576,Pieza,7506240646730,43,37.07,38,32.76,32,27.59,27,23.28,Truper,31261500,Cubiertas y cajas
10891,GAV-4,"Gaveta apilable de plástico, 34 x 21 x 15 cm",6,252,Pieza,7506240646747,52,44.83,45,38.79,38,32.76,32,27.59,Truper,31261500,Cubiertas y cajas
11201,GAV-5,Gaveta apilable de plástico 41x31x18 cm,4,0,Pieza,7506240656913,105,90.52,92,79.31,78,67.24,65,56.03,Truper,31261500,Cubiertas y cajas
49918,GC-1/2,Guardacabo galvanizado 1/2',10,60,Bolsa,7506240658764,57,49.14,52,44.83,43,37.07,34,29.31,Fiero,31162600,Ganchos
49911,GC-1/4,Guardacabo galvanizado 1/4',10,100,Bolsa,7506240658726,34,29.31,30,25.86,25,21.55,20,17.24,Fiero,31162600,Ganchos
49908,GC-1/8,Guardacabo galvanizado 1/8',10,100,Bolsa,7506240658702,34,29.31,30,25.86,25,21.55,20,17.24,Fiero,31162600,Ganchos
49909,GC-3/16,Guardacabo galvanizado 3/16',10,100,Bolsa,7506240658719,34,29.31,30,25.86,25,21.55,20,17.24,Fiero,31162600,Ganchos
49913,GC-3/8,Guardacabo galvanizado 3/8',10,100,Bolsa,7506240658740,37,31.9,33,28.45,28,24.14,22,18.97,Fiero,31162600,Ganchos
49912,GC-5/16,Guardacabo galvanizado 5/16',10,120,Bolsa,7506240658733,32,27.59,27,23.28,23,19.83,18,15.52,Fiero,31162600,Ganchos
49919,GC-5/8,Guardacabo galvanizado 5/8',10,20,Bolsa,7506240658771,105,90.52,93,80.17,77,66.38,62,53.45,Fiero,31162600,Ganchos
49917,GC-7/16,Guardacabo galvanizado 7/16',10,60,Bolsa,7506240658757,52,44.83,45,38.79,38,32.76,30,25.86,Fiero,31162600,Ganchos
48274,GCU-10B,"Grapa para cable redondo, 10 mm, blanca, bolsa con 20 piezas",10,100,Bolsa,7501206696026,12,10.34,10.5,9.05,9.5,8.19,8,6.9,Volteck,26121600,Cables eléctricos y accesorios
43043,GCU-10BG,"Grapa para cable redondo, 10 mm, blanca, bolsa 500 piezas",1,4,Bolsa,7506240674627,205,176.72,175,150.86,155,133.62,135,116.38,Volteck,27112100,Herramientas de sujeción y fijación
48282,GCU-10N,"Grapa para cable redondo, 10 mm, negra, bolsa 20 piezas",10,100,Bolsa,7506240645627,12,10.34,10.5,9.05,9.5,8.19,8,6.9,Volteck,26121600,Cables eléctricos y accesorios
48275,GCU-12B,"Grapa para cable redondo, 12 mm, blanca, bolsa con 20 piezas",10,100,Bolsa,7501206696033,13.5,11.64,12,10.34,10.5,9.05,9,7.76,Volteck,26121600,Cables eléctricos y accesorios
48283,GCU-12N,"Grapa para cable redondo, 12 mm, negra, bolsa 20 piezas",10,100,Bolsa,7506240645634,13.5,11.64,12,10.34,10.5,9.05,9,7.76,Volteck,26121600,Cables eléctricos y accesorios
48276,GCU-16B,"Grapa para cable redondo, 16 mm, blanca, bolsa con 20 piezas",10,100,Bolsa,7501206696040,26,22.41,22,18.97,20,17.24,17,14.66,Volteck,26121600,Cables eléctricos y accesorios
48284,GCU-16N,"Grapa para cable redondo, 16 mm, negra, bolsa 20 piezas",10,100,Bolsa,7506240645641,26,22.41,22,18.97,20,17.24,17,14.66,Volteck,26121600,Cables eléctricos y accesorios
48271,GCU-5B,"Grapa para cable redondo, 5 mm, blanca, bolsa con 20 piezas",10,100,Bolsa,7501206695999,8.5,7.33,7.5,6.47,6.5,5.6,5.5,4.74,Volteck,26121600,Cables eléctricos y accesorios
48280,GCU-5N,"Grapa para cable redondo, 5 mm, negra, bolsa con 20 piezas",10,100,Bolsa,7506240645603,8.5,7.33,7.5,6.47,6.5,5.6,5.5,4.74,Volteck,26121600,Cables eléctricos y accesorios
48272,GCU-6B,"Grapa para cable redondo, 6 mm, blanca, bolsa con 20 piezas",10,100,Bolsa,7501206696002,9,7.76,8,6.9,7,6.03,6,5.17,Volteck,26121600,Cables eléctricos y accesorios
43041,GCU-6BG,"Grapa para cable redondo, 6 mm, blanca, bolsa 500 piezas",1,8,Bolsa,7506240674603,157,135.34,136,117.24,119,102.59,105,90.52,Volteck,27112100,Herramientas de sujeción y fijación
48270,GCU-6N,"Grapa para cable redondo, 6 mm, negra, bolsa 20 piezas",10,100,Bolsa,7501206695982,9,7.76,8,6.9,7,6.03,6,5.17,Volteck,26121600,Cables eléctricos y accesorios
48273,GCU-8B,"Grapa para cable redondo, 8 mm, blanca, bolsa con 20 piezas",10,100,Bolsa,7501206696019,10,8.62,8.5,7.33,7.5,6.47,6.5,5.6,Volteck,26121600,Cables eléctricos y accesorios
43042,GCU-8BG,"Grapa para cable redondo, 8 mm, blanca, bolsa 500 piezas",1,5,Bolsa,7506240674610,169,145.69,149,128.45,135,116.38,115,99.14,Volteck,27112100,Herramientas de sujeción y fijación
48281,GCU-8N,"Grapa para cable redondo, 8 mm, negra, bolsa 20 piezas",10,100,Bolsa,7506240645610,10,8.62,8.5,7.33,7.5,6.47,6.5,5.6,Volteck,26121600,Cables eléctricos y accesorios
14359,GEN-100X,"Generador eléctrico a gasolina, 12,000 W",1,0,Pieza,7506240644736,97250,83836.21,83350,71853.45,76450,65905.17,69500,59913.79,Truper,26111600,Generadores de potencia
26033,GEN-10P,"Generador eléctrico a gasolina, 1,000 w, Pretul",1,0,Pieza,7506240673538,5150,4439.66,4375,3771.55,4015,3461.21,3650,3146.55,Pretul,26111600,Generadores de potencia
15341,GEN-15X,"Generador eléctrico a gasolina, 1,500 W",1,0,Pieza,7506240617891,13250,11422.41,11350,9784.48,10450,9008.62,9500,8189.66,Truper,26111600,Generadores de potencia
26034,GEN-25P,"Generador eléctrico a gasolina, 2,500 w, Pretul",1,0,Pieza,7506240673545,6950,5991.38,5950,5129.31,5450,4698.28,4950,4267.24,Pretul,26111600,Generadores de potencia
15342,GEN-25X,"Generador eléctrico a gasolina, 2,500 W",1,0,Pieza,7506240617907,14650,12629.31,12550,10818.97,11550,9956.9,10500,9051.72,Truper,26111600,Generadores de potencia
15343,GEN-45X,"Generador eléctrico a gasolina, 4,500 W",1,0,Pieza,7506240617914,21650,18663.79,18550,15991.38,17050,14698.28,15500,13362.07,Truper,26111600,Generadores de potencia
26035,GEN-55P,"Generador eléctrico a gasolina, 5,500 w, Pretul",1,0,Pieza,7506240673552,17750,15301.72,15150,13060.34,13950,12025.86,12650,10905.17,Pretul,26111600,Generadores de potencia
15344,GEN-55X,"Generador eléctrico a gasolina, 5,500 W",1,0,Pieza,7506240617921,23050,19870.69,19750,17025.86,18150,15646.55,16500,14224.14,Truper,26111600,Generadores de potencia
26036,GEN-70P,"Generador eléctrico a gasolina, 7,000 w, Pretul",1,0,Pieza,7506240673569,19950,17198.28,17050,14698.28,15650,13491.38,14250,12284.48,Pretul,26111600,Generadores de potencia
15345,GEN-80X,"Generador eléctrico a gasolina, alta potencia, 8,000 W",1,4,Pieza,7506240617938,31500,27155.17,26950,23232.76,24750,21336.21,22500,19396.55,Truper,26111600,Generadores de potencia
49037,GLRO-1,Válvula de globo de latón roscable de 1',6,48,Pieza,7506240607212,279,240.52,239,206.03,215,185.34,185,159.48,Foset,40141608,Válvulas hidráulicas
49038,GLRO-1/2,Válvula de globo de latón roscable de 1/2',6,48,Pieza,7501206692851,115,99.14,97,83.62,86,74.14,75,64.66,Foset,40141608,Válvulas hidráulicas
49039,GLRO-3/4,Válvula de globo de latón roscable de 3/4',6,48,Pieza,7501206692868,145,125,125,107.76,109,93.97,95,81.9,Foset,40141608,Válvulas hidráulicas
49042,GLSO-1,Válvula de globo de latón soldable de 1',6,48,Pieza,7506240607229,279,240.52,239,206.03,215,185.34,185,159.48,Foset,40141608,Válvulas hidráulicas
49040,GLSO-1/2,Válvula de globo de latón soldable de 1/2',6,48,Pieza,7501206692875,115,99.14,97,83.62,86,74.14,75,64.66,Foset,40141608,Válvulas hidráulicas
49041,GLSO-3/4,Válvula de globo de latón soldable de 3/4',6,48,Pieza,7501206692882,127,109.48,109,93.97,97,83.62,85,73.28,Foset,40141608,Válvulas hidráulicas
17755,GNY-10,Guía de nylon para cable 10 m,3,24,Pieza,7506240606185,82,70.69,72,62.07,63,54.31,55,47.41,Truper,20122362,Guía de campana de la línea de cable
17756,GNY-15,Guía de nylon para cable 15 m,3,24,Pieza,7506240606192,88,75.86,76,65.52,67,57.76,59,50.86,Truper,20122362,Guía de campana de la línea de cable
17757,GNY-20,Guía de nylon para cable 20 m,2,24,Pieza,7506240606208,115,99.14,97,83.62,86,74.14,75,64.66,Truper,20122362,Guía de campana de la línea de cable
17758,GNY-30,Guía de nylon para cable 30 m,1,24,Pieza,7506240606215,138,118.97,119,102.59,105,90.52,92,79.31,Truper,20122362,Guía de campana de la línea de cable
14146,GO-1/4X4C,"Desarmador de golpe, 1/4X4', de cruz",6,36,Pieza,7501206621363,125,107.76,106,91.38,94,81.03,82,70.69,Truper,27111700,Llaves inglesas y guías
14158,GO-1/4X4P,"Desarmador de golpe, 1/4X4', plano",6,36,Pieza,7501206621400,125,107.76,106,91.38,94,81.03,82,70.69,Truper,27111700,Llaves inglesas y guías
14149,GO-1/4X6C,"Desarmador de golpe, 1/4X6', de cruz",6,36,Pieza,7501206621370,127,109.48,109,93.97,97,83.62,85,73.28,Truper,27111700,Llaves inglesas y guías
14161,GO-1/4X6P,"Desarmador de golpe, 1/4X6', plano",6,36,Pieza,7501206621417,127,109.48,109,93.97,97,83.62,85,73.28,Truper,27111700,Llaves inglesas y guías
14143,GO-3/16X3C,"Desarmador de golpe, 3/16X3', de cruz",6,36,Pieza,7501206621356,82,70.69,72,62.07,63,54.31,55,47.41,Truper,27111700,Llaves inglesas y guías
14155,GO-3/16X3P,"Desarmador de golpe, 3/16X3', plano",6,36,Pieza,7501206621394,82,70.69,72,62.07,63,54.31,55,47.41,Truper,27111700,Llaves inglesas y guías
14152,GO-5/16X8C,"Desarmador de golpe, 5/16X8', de cruz",6,36,Pieza,7501206621387,187,161.21,159,137.07,145,125,125,107.76,Truper,27111700,Llaves inglesas y guías
14164,GO-5/16X8P,"Desarmador plano, de golpe, barra cuadrada, 5/16 x 8'",6,36,Pieza,7501206621424,187,161.21,159,137.07,145,125,125,107.76,Truper,27111700,Llaves inglesas y guías
60437,GORF,"Gorra unitalla, Foset",1,144,Pieza,7506240604549,98,84.48,90,77.59,85,73.28,82,70.69,Foset,80141605,Mercancía promocional
60435,GORT-G,"Gorra unitalla, Truper",1,144,Pieza,7506240605133,98,84.48,90,77.59,85,73.28,82,70.69,Truper,80141605,Mercancía promocional
60438,GORT-N,"Gorra Truper, color naranja",1,144,Pieza,7506240605140,98,84.48,90,77.59,85,73.28,82,70.69,Truper,80141605,Mercancía promocional
60439,GORT-R,Gorra Truper con reflejante,1,144,Pieza,7506240610298,98,84.48,90,77.59,85,73.28,82,70.69,Truper,80141605,Mercancía promocional
60436,GORV,"Gorra unitalla, Volteck",1,144,Pieza,7506240604532,98,84.48,90,77.59,85,73.28,82,70.69,Volteck,80141605,Mercancía promocional
14220,GOT,Goggles de seguridad con válvulas de ventilación indirecta,6,36,Pieza,7501206642085,60,51.72,52,44.83,46,39.66,40,34.48,Truper,46181811,Lentes protectores
19952,GOT-L,"Goggles de seguridad, ligeros, mica transparente",3,36,Pieza,7506240658894,179,154.31,155,133.62,138,118.97,120,103.45,Truper,46181811,Lentes protectores
21538,GOT-P,"Goggles de seguridad, Pretul con ventilación directa",6,36,Pieza,7501206693261,39,33.62,34,29.31,30,25.86,26,22.41,Pretul,46181811,Lentes protectores
14214,GOT-X,"Goggles de seguridad, Profesionales, mica transparente",3,36,Pieza,7501206655757,209,180.17,179,154.31,159,137.07,139,119.83,Expert,46181811,Lentes protectores
48279,GPL-10B,"Grapa para cable plano, 6 X 9.5 mm, blanca, bolsa 20 pzas",10,100,Bolsa,7501206696071,10,8.62,8.5,7.33,7.5,6.47,6.5,5.6,Volteck,26121600,Cables eléctricos y accesorios
43046,GPL-10BG,"Grapa para cable plano, 6 x 9.5 mm, blanca, bolsa 500 pzas",1,4,Bolsa,7506240674658,169,145.69,149,128.45,135,116.38,115,99.14,Volteck,27112100,Herramientas de sujeción y fijación
48277,GPL-5B,"Grapa para cable plano, 3 X 6 mm, blanca, bolsa 20 pzas",10,100,Bolsa,7501206696057,8.5,7.33,7.5,6.47,6.5,5.6,5.5,4.74,Volteck,26121600,Cables eléctricos y accesorios
43044,GPL-5BG,"Grapa para cable plano, 3 X 6 mm, blanca, bolsa 500 pzas",1,10,Bolsa,7506240674634,145,125,125,107.76,109,93.97,95,81.9,Volteck,27112100,Herramientas de sujeción y fijación
48278,GPL-8B,"Grapa para cable plano, 5 X 8.5 mm, blanca, bolsa 20 pzas",10,100,Bolsa,7501206696064,9,7.76,8,6.9,7,6.03,6,5.17,Volteck,26121600,Cables eléctricos y accesorios
43045,GPL-8BG,"Grapa para cable plano, 5 X 8.5 mm, blanca, bolsa 500 pzas",1,4,Bolsa,7506240674641,157,135.34,136,117.24,119,102.59,105,90.52,Volteck,27112100,Herramientas de sujeción y fijación
44514,GRA-1-1/4G,"Grapa alambre púas, 1-1/4', galvanizada",1,800,Caja,7506240613367,595,512.93,515,443.97,475,409.48,429,369.83,Fiero,26121600,Cables eléctricos y accesorios
44512,GRA-1-1/4N,"Grapa alambre púas, 1-1/4', negra",1,0,Caja,7506240613343,505,435.34,429,369.83,395,340.52,359,309.48,Fiero,26121600,Cables eléctricos y accesorios
44513,GRA-1G,"Grapa alambre púas, 1', galvanizada",1,800,Caja,7506240613350,595,512.93,515,443.97,475,409.48,429,369.83,Fiero,26121600,Cables eléctricos y accesorios
44511,GRA-1N,"Grapa alambre púas, 1', negra",1,0,Caja,7506240613336,505,435.34,429,369.83,395,340.52,359,309.48,Fiero,26121600,Cables eléctricos y accesorios
18270,GRANEU-1/4-13,"Grapas para engrapadora neumática ENEU-1/4, 13mm, 5,000 pzas",1,5,Caja,7501206631799,147,126.72,128,110.34,109,93.97,92,79.31,Truper,27112120,Grapas c
18271,GRANEU-1/4-16,"Grapas para engrapadora neumática ENEU-1/4, 16mm, 5,000 pzas",1,5,Caja,7501206631836,176,151.72,155,133.62,135,116.38,110,94.83,Truper,27112120,Grapas c
18272,GRANEU-1/4-19,"Grapas para engrapadora neumática ENEU-1/4, 19mm, 5,000 pzas",1,5,Caja,7501206631843,195,168.1,168,144.83,145,125,120,103.45,Truper,27112120,Grapas c
18273,GRANEU-1/4-22,"Grapas para engrapadora neumática ENEU-1/4, 22mm, 5,000 pzas",1,5,Caja,7501206631850,235,202.59,205,176.72,175,150.86,145,125,Truper,27112120,Grapas c
18274,GRANEU-1/4-25,"Grapas para engrapadora neumática ENEU-1/4, 25mm, 5,000 pzas",1,5,Caja,7501206631867,249,214.66,215,185.34,185,159.48,155,133.62,Truper,27112120,Grapas c
18275,GRANEU-1/4-28,"Grapas para engrapadora neumática ENEU-1/4, 28mm, 5,000 pzas",1,5,Caja,7501206631874,269,231.9,235,202.59,205,176.72,169,145.69,Truper,27112120,Grapas c
18276,GRANEU-1/4-32,"Grapas para engrapadora neumática ENEU-1/4, 32mm, 5,000 pzas",1,4,Caja,7501206631881,329,283.62,289,249.14,245,211.21,205,176.72,Truper,27112120,Grapas c
18277,GRANEU-1/4-35,"Grapas para engrapadora neumática ENEU-1/4, 35mm, 5,000 pzas",1,4,Caja,7501206631898,359,309.48,315,271.55,269,231.9,225,193.97,Truper,27112120,Grapas c
18278,GRANEU-1/4-38,"Grapas para engrapadora neumática ENEU-1/4, 38mm, 5,000 pzas",1,4,Caja,7501206631928,395,340.52,345,297.41,295,254.31,245,211.21,Truper,27112120,Grapas c
18279,GRANEU-1/4-40,"Grapas para engrapadora neumática ENEU-1/4, 40mm, 5,000 pzas",1,4,Caja,7501206631935,410,353.45,355,306.03,305,262.93,255,219.83,Truper,27112120,Grapas c
